  0.10695887E+00  0.12673082E+00  0.85632054E+01  0.57673017E+03 -0.32885062E+03 -0.99230181E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.13313732E+04  0.14263266E+04  0.12099289E+03  0.20532658E-03  0.10901447E+04  0.99865363E+00  0.13174750E+04  0.11410385E-02  0.13159183E+04  0.10230573E-01  0.14273215E+04  0.98976943E+00  0.13192054E+04  0.63990781E+02  0.99265920E+00  0.65491927E-02  0.11716910E-05  0.00000000E+00
  0.11389070E+00  0.30874299E+00  0.47590330E+01  0.71809544E+03 -0.41102336E+03 -0.69563506E+02  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.23369033E+04  0.63800479E+03  0.11815628E+03  0.52440100E-09  0.23231506E+04  0.43291549E-04  0.38500093E+04  0.99995671E+00  0.63686041E+03  0.99971612E+00  0.23233050E+04  0.28387893E-03  0.23241768E+04  0.64207645E+02  0.99463215E+00  0.43338125E-02  0.88958927E-07  0.00000000E+00
  0.23378165E+00  0.48324739E+00  0.38180347E+01  0.52995859E+03 -0.76222557E+03 -0.72509316E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.84818293E+03  0.15445625E+04  0.11700891E+03  0.12301363E-04  0.83666863E+03  0.23696664E-03  0.19785397E+04  0.99975073E+00  0.83108748E+03  0.47873267E-02  0.15465258E+04  0.99521267E+00  0.83854719E+03  0.62845459E+02  0.98771468E+00  0.90951569E-02  0.21992158E-05  0.00000000E+00
  0.13826584E+00  0.34325869E+00  0.45537523E+01  0.90789066E+03 -0.90791899E+02 -0.93943567E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.30549349E+04  0.25206034E+04  0.11724812E+03  0.95464815E-08  0.30439576E+04  0.12231999E-03  0.42235551E+04  0.99987767E+00  0.25197315E+04  0.99857796E+00  0.30446648E+04  0.14220356E-02  0.30448559E+04  0.64729937E+02  0.99676611E+00  0.26111623E-02  0.58857813E-07  0.00000000E+00
  0.26691397E+00  0.35814598E+00  0.91895513E+01  0.38712965E+03 -0.13357888E+02 -0.50602332E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.13489230E+04  0.88869204E+03  0.11969200E+03  0.10216857E-02  0.90234824E+03  0.99674509E+00  0.13326843E+04  0.22332288E-02  0.88663642E+03  0.99767333E+00  0.13326397E+04  0.23266677E-02  0.13331991E+04  0.63073123E+02  0.98132678E+00  0.16298126E-01  0.31264906E-04  0.00000000E+00
  0.34042850E+00  0.46811226E+00  0.88801006E+01  0.75287080E+03 -0.54212147E+00 -0.11142779E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.26414782E+04  0.59007002E+03  0.11874707E+03  0.21267472E-03  0.20240398E+04  0.99800309E+00  0.26237895E+04  0.17842347E-02  0.58793233E+03  0.99965991E+00  0.26232796E+04  0.34008738E-03  0.26233146E+04  0.64546565E+02  0.99598172E+00  0.36484732E-02  0.28534804E-05  0.00000000E+00
  0.18149806E+00  0.27550762E+00  0.34821565E+01  0.56194633E+03 -0.40888642E+03 -0.15401844E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.96977782E+03  0.62890843E+03  0.11500691E+03  0.24017477E-04  0.95923916E+03  0.33884378E-03  0.16634268E+04  0.99963714E+00  0.62232090E+03  0.98503287E+00  0.96251169E+03  0.14967134E-01  0.96087761E+03  0.62938969E+02  0.98879749E+00  0.80707385E-02  0.18658372E-05  0.00000000E+00
  0.14148304E+00  0.17685999E+00  0.39413052E+01  0.61448933E+03 -0.19759427E+03 -0.96694625E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.12122935E+04  0.14929532E+04  0.11590415E+03  0.80473885E-04  0.11992015E+04  0.24781667E-01  0.12723482E+04  0.97513786E+00  0.11994102E+04  0.27785248E-02  0.14935120E+04  0.99722148E+00  0.12025275E+04  0.63439767E+02  0.99154932E+00  0.63804236E-02  0.12251238E-05  0.00000000E+00
  0.26379379E+00  0.57768038E+00  0.60428236E+01  0.77346339E+03 -0.44541615E+03 -0.10926252E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.24439521E+04  0.74695793E+03  0.12032680E+03  0.50546124E-05  0.24239037E+04  0.64061015E-03  0.32888612E+04  0.99935434E+00  0.74301629E+03  0.99894627E+00  0.24256446E+04  0.10537256E-02  0.24252667E+04  0.64453832E+02  0.99582667E+00  0.35734126E-02  0.56946055E-06  0.00000000E+00
  0.15949540E+00  0.19044795E+00  0.94721270E+01  0.38578558E+03 -0.11300934E+03 -0.34794131E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.11330981E+04  0.69368085E+03  0.12118041E+03  0.60985824E-03  0.82960453E+03  0.99792642E+00  0.11174213E+04  0.14637256E-02  0.69270627E+03  0.99867171E+00  0.11173700E+04  0.13282865E-02  0.11192012E+04  0.63083245E+02  0.98140284E+00  0.16326123E-01  0.14560574E-04  0.00000000E+00
  0.24112264E+00  0.50447229E+00  0.44709552E+01  0.93850696E+03 -0.34835395E+03 -0.78475162E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.26624549E+04  0.21507221E+04  0.11769863E+03  0.76911767E-06  0.26468171E+04  0.44157521E-03  0.36522189E+04  0.99955766E+00  0.21475849E+04  0.99452136E+00  0.26496738E+04  0.54786433E-02  0.26479847E+04  0.64701731E+02  0.99696308E+00  0.24396521E-02  0.22032069E-06  0.00000000E+00
  0.17559031E+00  0.36871287E+00  0.87357922E+01  0.56299120E+03 -0.89656607E+03 -0.58597152E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.11925603E+04  0.14418401E+04  0.12168515E+03  0.24068571E-04  0.11753255E+04  0.15328225E-03  0.21977806E+04  0.99982265E+00  0.11697187E+04  0.18455137E-01  0.14461583E+04  0.98154486E+00  0.11775312E+04  0.63938278E+02  0.99227388E+00  0.68993535E-02  0.10684566E-05  0.00000000E+00
  0.11352597E+00  0.45671116E+00  0.54382432E+01  0.54004884E+03 -0.33232094E+03 -0.31795088E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.23596948E+04  0.14399286E+04  0.11983517E+03  0.17066979E-06  0.23421955E+04  0.35887067E-04  0.41953364E+04  0.99996394E+00  0.14389459E+04  0.99929184E+00  0.23426062E+04  0.70816335E-03  0.23432630E+04  0.63666475E+02  0.99018791E+00  0.80622917E-02  0.13404599E-06  0.00000000E+00
