  0.23529419E+00  0.33376589E+00  0.89927850E+01  0.82598493E+03 -0.63484194E+03 -0.78848104E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.20063147E+04  0.16650506E+04  0.11951981E+03  0.12759359E-03  0.19874622E+04  0.13637368E-01  0.21266308E+04  0.98623504E+00  0.16612150E+04  0.99000542E+00  0.19925026E+04  0.99945750E-02  0.19905339E+04  0.64582868E+02  0.99671950E+00  0.29965172E-02  0.87695270E-06  0.00000000E+00
  0.13483755E+00  0.41524413E+00  0.99924916E+01  0.65471533E+03 -0.99940496E+03 -0.99912100E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.25870613E+04  0.24584597E+04  0.12225257E+03  0.12902447E-05  0.25688677E+04  0.89014743E-04  0.37213870E+04  0.99990970E+00  0.24534833E+04  0.96007053E+00  0.25735035E+04  0.39929471E-01  0.25700098E+04  0.64398635E+02  0.99468199E+00  0.48705022E-02  0.15361536E-06  0.00000000E+00
  0.14108513E+00  0.51417736E+00  0.66085859E+01  0.24195806E+03 -0.12063000E+02 -0.74283134E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.11922950E+04  0.14022675E+04  0.12211551E+03  0.10815595E-06  0.11736639E+04  0.14935176E-02  0.15517708E+04  0.99850637E+00  0.11727036E+04  0.50941516E-02  0.14028478E+04  0.99490585E+00  0.11762490E+04  0.59738856E+02  0.92700505E+00  0.58718876E-01  0.89695589E-05  0.00000000E+00
  0.12186908E+00  0.20970532E+00  0.34855931E+01  0.67124570E+03 -0.30399270E+03 -0.20523019E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.14669466E+04  0.84374232E+03  0.11432827E+03  0.12987034E-05  0.14557750E+04  0.14239027E-03  0.22537546E+04  0.99985631E+00  0.84242836E+03  0.99849819E+00  0.14558330E+04  0.15018068E-02  0.14569726E+04  0.63613406E+02  0.99268926E+00  0.53260393E-02  0.30390817E-06  0.00000000E+00
  0.20553108E+00  0.29650880E+00  0.37001634E+01  0.50217935E+03 -0.52410378E+03 -0.61216878E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.63066201E+03  0.11541171E+04  0.11546753E+03  0.13132034E-03  0.62466503E+03  0.49993628E-03  0.12841477E+04  0.99936874E+00  0.61930014E+03  0.53066448E-02  0.11558849E+04  0.99469336E+00  0.62712766E+03  0.62521652E+02  0.98568944E+00  0.10440774E-01  0.44735616E-05  0.00000000E+00
  0.11645016E+00  0.28487100E+00  0.38739909E+01  0.32853005E+03 -0.32821585E+03 -0.32376308E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.80255625E+03  0.88400169E+03  0.11705015E+03  0.10980941E-06  0.79305906E+03  0.17204019E-03  0.15207885E+04  0.99982785E+00  0.78614451E+03  0.51832249E-01  0.88889684E+03  0.94816775E+00  0.79531100E+03  0.60525284E+02  0.95881824E+00  0.29986440E-01  0.31801082E-05  0.00000000E+00
  0.24496950E+00  0.35857266E+00  0.42332608E+01  0.69521995E+03 -0.59816709E+03 -0.39436030E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.11413592E+04  0.10981465E+04  0.11685964E+03  0.70272783E-04  0.11277888E+04  0.48691854E-03  0.19242469E+04  0.99944281E+00  0.10599743E+04  0.64145422E+00  0.11633815E+04  0.35854578E+00  0.11295225E+04  0.63770406E+02  0.99385570E+00  0.47660663E-02  0.16158744E-05  0.00000000E+00
  0.13399777E+00  0.43504920E+00  0.98852727E+01  0.40943580E+03 -0.45828983E+03 -0.47719229E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.18847404E+04  0.13797260E+04  0.12284036E+03  0.18309179E-05  0.18645776E+04  0.30149961E-03  0.25099639E+04  0.99969667E+00  0.13782839E+04  0.99796449E+00  0.18655964E+04  0.20355098E-02  0.18661665E+04  0.63395026E+02  0.98421415E+00  0.14025398E-01  0.97803919E-06  0.00000000E+00
  0.10295198E+00  0.23710487E+00  0.85485290E+01  0.67868100E+03 -0.45386340E+03 -0.82152281E+02  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.25491580E+04  0.62091450E+03  0.12171194E+03  0.18359481E-05  0.25335770E+04  0.20860970E-03  0.30952285E+04  0.99978955E+00  0.62034975E+03  0.99989036E+00  0.25338019E+04  0.10964480E-03  0.25347605E+04  0.64395417E+02  0.99492756E+00  0.45701126E-02  0.13866050E-06  0.00000000E+00
  0.10439096E+00  0.18037446E+00  0.84453613E+01  0.73625496E+03 -0.29217370E+03 -0.56336155E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.24811097E+04  0.14663897E+04  0.12141533E+03  0.87050326E-05  0.23942206E+04  0.98727005E+00  0.24678918E+04  0.12721242E-01  0.14661044E+04  0.99983324E+00  0.24671112E+04  0.16676309E-03  0.24680932E+04  0.64494332E+02  0.99574675E+00  0.38402296E-02  0.18345874E-06  0.00000000E+00
  0.25930070E+00  0.38808648E+00  0.47091784E+01  0.76506285E+03 -0.32066780E+03 -0.46373323E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.17598401E+04  0.12630327E+04  0.11800603E+03  0.46634877E-04  0.17440902E+04  0.24384928E-02  0.21564267E+04  0.99751487E+00  0.12591048E+04  0.99372332E+00  0.17475996E+04  0.62766837E-02  0.17460765E+04  0.64195878E+02  0.99530268E+00  0.37833376E-02  0.11941382E-05  0.00000000E+00
  0.16553597E+00  0.22576380E+00  0.97811449E+01  0.48190229E+03 -0.18695199E+03 -0.10208576E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.14954091E+04  0.44911022E+03  0.12159834E+03  0.16314715E-03  0.12869892E+04  0.99638521E+00  0.14795453E+04  0.34516415E-02  0.44799125E+03  0.99954591E+00  0.14791531E+04  0.45409126E-03  0.14805538E+04  0.63748218E+02  0.98923173E+00  0.96536160E-02  0.44924834E-05  0.00000000E+00
  0.16270681E+00  0.27982891E+00  0.94392590E+01  0.79220265E+03 -0.50004467E+03 -0.25074838E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.25487868E+04  0.10126303E+04  0.12138211E+03  0.19363167E-04  0.25326366E+04  0.94638399E-02  0.26514008E+04  0.99051680E+00  0.10118098E+04  0.99972152E+00  0.25341325E+04  0.27847980E-03  0.25348288E+04  0.64613144E+02  0.99645213E+00  0.32560934E-02  0.33509279E-06  0.00000000E+00
  0.12271326E+00  0.52078802E+00  0.59005113E+01  0.43170593E+03 -0.57610952E+03 -0.67277244E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.18120327E+04  0.19232736E+04  0.12073934E+03  0.99376233E-07  0.17936051E+04  0.51231166E-04  0.34222696E+04  0.99994867E+00  0.17890752E+04  0.30249601E-01  0.19270689E+04  0.96975040E+00  0.17949975E+04  0.63009402E+02  0.98366507E+00  0.13451525E-01  0.36929064E-06  0.00000000E+00
  0.30720774E+00  0.53594211E+00  0.75651456E+01  0.78242119E+03 -0.16340217E+03 -0.30020890E+03  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.26846450E+04  0.11098725E+04  0.12048314E+03  0.43475203E-04  0.26021956E+04  0.85901625E+00  0.26745091E+04  0.14094027E+00  0.11077709E+04  0.99933075E+00  0.26656264E+04  0.66925430E-03  0.26654594E+04  0.64564448E+02  0.99617660E+00  0.34060818E-02  0.12023871E-05  0.00000000E+00
  0.14384184E+00  0.58173779E+00  0.51141244E+01  0.22063523E+03 -0.20414434E+03 -0.53955426E+02  0.66000000E+02  0.13300000E+03  0.50000000E+03  0.89740752E+03  0.38234222E+03  0.12058058E+03  0.15804560E-05  0.88329172E+03  0.23980100E-03  0.17526140E+04  0.99975862E+00  0.37736961E+03  0.99428554E+00  0.88494119E+03  0.57144611E-02  0.88586209E+03  0.57673234E+02  0.89270561E+00  0.82168084E-01  0.11389536E-04  0.00000000E+00
