  0.46524216E-01  0.38536893E+02  0.62432591E+03  0.43911632E+03 -0.75552842E+03 -0.75552842E+03 -0.22718035E+03  0.22982679E-01  0.68339603E+03  0.11530673E+03  0.84361627E-03  0.61702493E+03  0.99832430E+00  0.69317183E+03  0.83208053E-03  0.47531968E+03  0.99903486E+00  0.69339158E+03  0.96513679E-03  0.69769781E+03  0.18286432E+03  0.99462851E+00  0.52652946E-02  0.13059706E-05  0.00000000E+00
  0.10013711E-01  0.35219531E+02  0.99938166E+03  0.49216269E+03 -0.69182482E+03 -0.69182482E+03 -0.49964840E+03  0.48650622E-02  0.70362509E+03  0.11656810E+03  0.69271843E-04  0.54472321E+03  0.99992952E+00  0.94063079E+03  0.12090951E-05  0.71569667E+03  0.99997938E+00  0.94065939E+03  0.20620268E-04  0.94386240E+03  0.20692854E+03  0.99474712E+00  0.51583077E-02  0.61306351E-07  0.00000000E+00
  0.12432223E-01  0.38356824E+02  0.44368332E+03  0.90185193E+03 -0.58564602E+03 -0.58564602E+03 -0.46730496E+03  0.25131229E-02  0.11340901E+04  0.11784649E+03  0.28046473E-02  0.32156137E+03  0.99719498E+00  0.99204577E+03  0.36798972E-06  0.56677646E+03  0.99999556E+00  0.99208761E+03  0.44447029E-05  0.99513982E+03  0.38440390E+03  0.99784501E+00  0.21381781E-02  0.15899470E-05  0.00000000E+00
  0.49660067E-01  0.18776426E+02  0.46351944E+03  0.46098243E+03 -0.68264128E+03 -0.68264128E+03 -0.18209208E+03  0.31651778E-01  0.70710531E+03  0.11597969E+03  0.25669357E-03  0.82031174E+03  0.48679027E-02  0.85599903E+03  0.99487540E+00  0.49022371E+03  0.99935354E+00  0.82071410E+03  0.64645678E-03  0.82415369E+03  0.19115135E+03  0.99482167E+00  0.50528406E-02  0.65606100E-06  0.00000000E+00
  0.57885624E-01  0.37993378E+02  0.45890541E+03  0.59126673E+03 -0.94128153E+03 -0.94128153E+03 -0.28955069E+03  0.28436314E-01  0.89354096E+03  0.11642495E+03  0.74665927E-03  0.79657767E+03  0.71371575E-01  0.80551672E+03  0.92788177E+00  0.60903076E+03  0.99763524E+00  0.79804234E+03  0.23647607E-02  0.80149389E+03  0.24843633E+03  0.99685842E+00  0.31034286E-02  0.72548446E-06  0.00000000E+00
  0.32967316E-01  0.22429555E+02  0.39473255E+03  0.71712896E+03 -0.70594044E+03 -0.70594044E+03 -0.32766088E+03  0.15150722E-01  0.98168788E+03  0.11765883E+03  0.26963657E-03  0.81692148E+03  0.99967741E+00  0.10264207E+04  0.52948558E-04  0.66392241E+03  0.99985791E+00  0.10264855E+04  0.14209138E-03  0.10293132E+04  0.30251096E+03  0.99723091E+00  0.27374417E-02  0.21600676E-06  0.00000000E+00
  0.29915497E-01  0.25720704E+02  0.48118993E+03  0.62213577E+03 -0.77656703E+03 -0.77656703E+03 -0.34486751E+03  0.15476280E-01  0.89449215E+03  0.11762509E+03  0.16892195E-03  0.83537412E+03  0.99963909E+00  0.94051895E+03  0.19198825E-03  0.69010034E+03  0.99971580E+00  0.94061479E+03  0.28420051E-03  0.94372053E+03  0.26141901E+03  0.99676326E+00  0.31941103E-02  0.17301451E-06  0.00000000E+00
  0.46966062E-01  0.24789680E+02  0.49550513E+03  0.44695792E+03 -0.87303886E+03 -0.87303886E+03 -0.22950523E+03  0.33455439E-01  0.73339763E+03  0.11690582E+03  0.14015038E-03  0.80758514E+03  0.19013790E-03  0.98712497E+03  0.99966971E+00  0.59305775E+03  0.99832452E+00  0.80804255E+03  0.16754786E-02  0.81144494E+03  0.18568335E+03  0.99539578E+00  0.45087931E-02  0.36997757E-06  0.00000000E+00
  0.28886661E-01  0.38830713E+02  0.65975546E+03  0.83716502E+03 -0.52762359E+03 -0.52762359E+03 -0.12393475E+03  0.53289683E-02  0.10493803E+04  0.11457604E+03  0.80670962E-02  0.35645451E+03  0.99193123E+00  0.97645406E+03  0.16758568E-05  0.26712314E+03  0.99999060E+00  0.97649267E+03  0.94023342E-05  0.97958270E+03  0.35647501E+03  0.99741591E+00  0.25052911E-02  0.58379016E-04  0.00000000E+00
  0.25225100E-01  0.30685813E+02  0.52509206E+03  0.67626050E+03 -0.66932225E+03 -0.66932225E+03 -0.25774412E+03  0.97023616E-02  0.92274653E+03  0.11743225E+03  0.38096557E-03  0.64257626E+03  0.99960596E+00  0.93459419E+03  0.13078171E-04  0.52279251E+03  0.99994553E+00  0.93465419E+03  0.54473182E-04  0.93784816E+03  0.28517629E+03  0.99689093E+00  0.30734904E-02  0.28851052E-06  0.00000000E+00
  0.34810493E-01  0.36803936E+02  0.99055187E+03  0.49023633E+03 -0.82809122E+03 -0.82809122E+03 -0.29087691E+03  0.18932256E-01  0.73373306E+03  0.11635834E+03  0.28161900E-03  0.72249426E+03  0.99965651E+00  0.92220386E+03  0.61868304E-04  0.58756089E+03  0.99981279E+00  0.92228077E+03  0.18721042E-03  0.92550259E+03  0.20636873E+03  0.99529210E+00  0.46284668E-02  0.43700915E-06  0.00000000E+00
  0.24309131E-01  0.25589256E+02  0.34679484E+03  0.72641363E+03 -0.89208705E+03 -0.89208705E+03 -0.24925545E+03  0.12693694E-01  0.10314595E+04  0.11864873E+03  0.67397541E-04  0.10132353E+04  0.98550377E+00  0.10249549E+04  0.14428829E-01  0.63297190E+03  0.99989933E+00  0.10249283E+04  0.10067411E-03  0.10277886E+04  0.30677101E+03  0.99755916E+00  0.24161546E-02  0.64005356E-07  0.00000000E+00
  0.52937537E-01  0.12825395E+02  0.45447960E+03  0.43316727E+03 -0.91986304E+03 -0.91986304E+03 -0.38119116E+03  0.46807916E-01  0.74027587E+03  0.11702406E+03  0.71655005E-04  0.87268687E+03  0.86593561E-04  0.12120356E+04  0.99984175E+00  0.85190380E+03  0.81272113E+00  0.87737918E+03  0.18727887E+00  0.87614080E+03  0.17943317E+03  0.99533794E+00  0.45219727E-02  0.26078518E-06  0.00000000E+00
  0.27956936E-01  0.28286476E+02  0.33542182E+03  0.68668259E+03 -0.74000576E+03 -0.74000576E+03 -0.43987539E+03  0.12189265E-01  0.95554146E+03  0.11769619E+03  0.32053182E-03  0.71538707E+03  0.99964216E+00  0.92933414E+03  0.37306711E-04  0.74017480E+03  0.99966039E+00  0.92943989E+03  0.33961413E-03  0.93260060E+03  0.28911889E+03  0.99712914E+00  0.28386893E-02  0.19973593E-06  0.00000000E+00
  0.47789468E-01  0.33046918E+02  0.56428528E+03  0.69379102E+03 -0.63052064E+03 -0.63052064E+03 -0.28549329E+03  0.15886313E-01  0.93003807E+03  0.11469378E+03  0.27852708E-02  0.54401179E+03  0.99719107E+00  0.92843500E+03  0.23657334E-04  0.51136527E+03  0.99985251E+00  0.92851905E+03  0.14749399E-03  0.93169031E+03  0.29300138E+03  0.99691094E+00  0.30537935E-02  0.17515549E-05  0.00000000E+00
  0.22747045E-01  0.32114486E+02  0.72532803E+03  0.47555969E+03 -0.52298575E+03 -0.52298575E+03 -0.16475934E+03  0.89643070E-02  0.66856211E+03  0.11565852E+03  0.53292654E-03  0.48430283E+03  0.99945996E+00  0.81516000E+03  0.71091831E-05  0.36014385E+03  0.99997003E+00  0.81520234E+03  0.29974919E-04  0.81891460E+03  0.19837582E+03  0.99409037E+00  0.57883189E-02  0.74427890E-06  0.00000000E+00
  0.18349332E-01  0.37794257E+02  0.47121035E+03  0.85637038E+03 -0.77407439E+03 -0.77407439E+03 -0.23379862E+03  0.55962120E-02  0.11259109E+04  0.11855148E+03  0.33633732E-03  0.62586229E+03  0.99965998E+00  0.99589251E+03  0.36874111E-05  0.49011022E+03  0.99998260E+00  0.99594925E+03  0.17402642E-04  0.99898430E+03  0.36463031E+03  0.99787902E+00  0.21052962E-02  0.18214247E-06  0.00000000E+00
  0.10140967E-01  0.14547027E+02  0.38159973E+03  0.52573738E+03 -0.72651258E+03 -0.72651258E+03 -0.42961030E+03  0.66438854E-02  0.79179649E+03  0.11728232E+03  0.95402172E-05  0.89008268E+03  0.26286151E-03  0.92394364E+03  0.99972760E+00  0.81743479E+03  0.99956788E+00  0.89013932E+03  0.43212494E-03  0.89344065E+03  0.21882426E+03  0.99579346E+00  0.41131309E-02  0.16313587E-07  0.00000000E+00
  0.17004814E-01  0.40270807E+02  0.77033243E+03  0.80899947E+03 -0.98181619E+03 -0.98181619E+03 -0.41133307E+03  0.66247240E-02  0.11091844E+04  0.11892409E+03  0.12902947E-03  0.75466042E+03  0.99986312E+00  0.10227147E+04  0.78503632E-05  0.72961679E+03  0.99994790E+00  0.10227827E+04  0.52095284E-04  0.10257429E+04  0.34525971E+03  0.99786938E+00  0.21147012E-02  0.61264297E-07  0.00000000E+00
  0.16780357E-01  0.34664417E+02  0.69382143E+03  0.79157315E+03 -0.81426713E+03 -0.81426713E+03 -0.40652340E+03  0.63739902E-02  0.10625903E+04  0.11855637E+03  0.15835865E-03  0.69847322E+03  0.99983766E+00  0.10548852E+04  0.39791954E-05  0.70111314E+03  0.99997051E+00  0.10549350E+04  0.29488755E-04  0.10577682E+04  0.33683144E+03  0.99764473E+00  0.23356098E-02  0.79095368E-07  0.00000000E+00
  0.11159342E-01  0.39764169E+02  0.75710812E+03  0.49955652E+03 -0.92012115E+03 -0.92012115E+03 -0.23520260E+03  0.59569657E-02  0.77870197E+03  0.11744833E+03  0.25156439E-04  0.77038919E+03  0.99919185E+00  0.79180879E+03  0.78299500E-03  0.54125539E+03  0.99995078E+00  0.79189725E+03  0.49222227E-04  0.79581688E+03  0.20979034E+03  0.99590392E+00  0.40340601E-02  0.36105493E-07  0.00000000E+00
  0.29359007E-01  0.27711613E+02  0.84036091E+03  0.43921376E+03 -0.51140990E+03 -0.51140990E+03 -0.36837756E+03  0.14191079E-01  0.62169882E+03  0.11508559E+03  0.65660672E-03  0.50102630E+03  0.99933378E+00  0.90195345E+03  0.96124630E-05  0.57533220E+03  0.99992238E+00  0.90198621E+03  0.77615395E-04  0.90529053E+03  0.18299199E+03  0.99311899E+00  0.67127319E-02  0.88024097E-06  0.00000000E+00
  0.18455217E-01  0.29653723E+02  0.46300689E+03  0.87721157E+03 -0.99838561E+03 -0.99838561E+03 -0.23412447E+03  0.87516237E-02  0.12012170E+04  0.11944658E+03  0.40996920E-04  0.10793610E+04  0.99985044E+00  0.11639609E+04  0.10856162E-03  0.63143304E+03  0.99996997E+00  0.11640115E+04  0.30025730E-04  0.11665409E+04  0.37393034E+03  0.99817506E+00  0.18120586E-02  0.27969875E-07  0.00000000E+00
