  0.10000000E+00  0.60000000E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11431453E+03  0.41120438E-04  0.13211923E+04  0.17814045E-03  0.18102161E+04  0.99978074E+00  0.59029176E+03  0.99914282E+00  0.13214849E+04  0.85717815E-03  0.13231792E+04  0.21023380E+03  0.99583650E+00  0.39891945E-02  0.32836787E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.55430400E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.64444444E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11462288E+03  0.47900352E-04  0.13127717E+04  0.20441580E-03  0.17632146E+04  0.99974768E+00  0.58304840E+03  0.99915926E+00  0.13130968E+04  0.84074169E-03  0.13148138E+04  0.21023053E+03  0.99580750E+00  0.40266832E-02  0.35907096E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.54371137E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.68888889E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11486501E+03  0.54848925E-04  0.13055186E+04  0.23347019E-03  0.17214236E+04  0.99971168E+00  0.57652690E+03  0.99917506E+00  0.13058704E+04  0.82494113E-03  0.13076080E+04  0.21023101E+03  0.99578704E+00  0.40548057E-02  0.38845810E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.53312761E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.73333333E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11505627E+03  0.61930516E-04  0.12991317E+04  0.26568173E-03  0.16839426E+04  0.99967239E+00  0.57060879E+03  0.99918996E+00  0.12995059E+04  0.81004334E-03  0.13012621E+04  0.21023402E+03  0.99577278E+00  0.40759521E-02  0.41663114E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.52255201E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.77777778E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11520794E+03  0.69118688E-04  0.12933945E+04  0.30148551E-03  0.16500625E+04  0.99962940E+00  0.56520002E+03  0.99920383E+00  0.12937878E+04  0.79616570E-03  0.12955612E+04  0.21023876E+03  0.99576309E+00  0.40918542E-02  0.44369676E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.51198367E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.82222222E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11532842E+03  0.76394312E-04  0.12881484E+04  0.34138582E-03  0.16192181E+04  0.99958222E+00  0.56022462E+03  0.99921666E+00  0.12885584E+04  0.78333901E-03  0.12903477E+04  0.21024469E+03  0.99575677E+00  0.41037866E-02  0.46976131E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50142163E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.86666667E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11542405E+03  0.83744181E-04  0.12832751E+04  0.38597119E-03  0.15909532E+04  0.99953028E+00  0.55562057E+03  0.99922845E+00  0.12837000E+04  0.77154565E-03  0.12855040E+04  0.21025143E+03  0.99575293E+00  0.41126982E-02  0.49492751E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.49086489E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.91111111E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11549971E+03  0.91159901E-04  0.12786849E+04  0.43593289E-03  0.15648956E+04  0.99947291E+00  0.55133667E+03  0.99923926E+00  0.12791234E+04  0.76074197E-03  0.12809412E+04  0.21025870E+03  0.99575092E+00  0.41193018E-02  0.51929302E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.48031250E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.95555556E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11555914E+03  0.98637006E-04  0.12743087E+04  0.49208801E-03  0.15407388E+04  0.99940927E+00  0.54733029E+03  0.99924913E+00  0.12747597E+04  0.75087165E-03  0.12765906E+04  0.21026633E+03  0.99575027E+00  0.41241377E-02  0.54294949E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.46976294E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10000000E+00  0.10000000E+02 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11560528E+03  0.10617423E-03  0.12700927E+04  0.55540848E-03  0.15182278E+04  0.99933842E+00  0.54356561E+03  0.99925813E+00  0.12705556E+04  0.74187347E-03  0.12723990E+04  0.21027418E+03  0.99575061E+00  0.41276188E-02  0.56598251E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.45921532E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10555556E+00  0.60000000E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11425783E+03  0.46128747E-04  0.13211183E+04  0.20039359E-03  0.18075588E+04  0.99975348E+00  0.58344518E+03  0.99905960E+00  0.13214714E+04  0.94039784E-03  0.13231065E+04  0.21023553E+03  0.99583731E+00  0.39883839E-02  0.36724583E-06  0.00000000E+00  0.00000000E+00  0.19193336E-01  0.00000000E+00  0.55431803E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10555556E+00  0.64444444E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11455730E+03  0.53743634E-04  0.13126947E+04  0.23013816E-03  0.17605575E+04  0.99971612E+00  0.57631612E+03  0.99907749E+00  0.13130797E+04  0.92251116E-03  0.13147385E+04  0.21023234E+03  0.99580860E+00  0.40255948E-02  0.40161042E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.54372948E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10555556E+00  0.68888889E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11479115E+03  0.61548805E-04  0.13054393E+04  0.26307218E-03  0.17187704E+04  0.99967538E+00  0.56989760E+03  0.99909469E+00  0.13058504E+04  0.90530833E-03  0.13075307E+04  0.21023288E+03  0.99578837E+00  0.40534826E-02  0.43450634E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.53314965E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10555556E+00  0.73333333E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11497465E+03  0.69504483E-04  0.12990502E+04  0.29963603E-03  0.16812949E+04  0.99963086E+00  0.56407263E+03  0.99911092E+00  0.12994834E+04  0.88908129E-03  0.13011832E+04  0.21023594E+03  0.99577433E+00  0.40744204E-02  0.46604656E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.52257793E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10555556E+00  0.77777778E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11511900E+03  0.77580913E-04  0.12933111E+04  0.34033692E-03  0.16474215E+04  0.99958208E+00  0.55874860E+03  0.99912604E+00  0.12937633E+04  0.87395956E-03  0.12954810E+04  0.21024073E+03  0.99576483E+00  0.40901366E-02  0.49635021E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.51201343E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.10555556E+00  0.82222222E+01 -0.90000000E+03  0.10000000E+04  0.50000000E+03 -0.90000000E+03 -0.15000000E+03  0.10000000E+07  0.10000000E+07  0.11523255E+03  0.85756563E-04  0.12880634E+04  0.38576423E-03  0.16165845E+04  0.99952848E+00  0.55385069E+03  0.99914002E+00  0.12885321E+04  0.85997806E-03  0.12902663E+04  0.21024670E+03  0.99575867E+00  0.41019029E-02  0.52553602E-06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.50145517E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
