  0.60000000E+00  0.62273329E+00  0.12189592E+01  0.20879930E+09  0.86252439E+05  0.00000000E+00 -0.12677058E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.13145487E+03  0.56515711E-05  0.25150997E+04  0.13899061E-03  0.34577959E+04  0.99985536E+00  0.13010341E+03  0.99680620E+00  0.25203587E+04  0.31937987E-02  0.25154513E+04  0.23456923E+03  0.99898782E+00  0.90178405E-03  0.27057604E-07
  0.60000000E+00  0.50678515E+00  0.14174860E+01  0.14641188E+08  0.72533211E+05  0.00000000E+00 -0.21984217E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12410218E+03  0.15313664E-03  0.14057441E+04  0.29407572E-02  0.17501910E+04  0.99690611E+00  0.35433420E+02  0.99204053E+00  0.14133452E+04  0.79594732E-02  0.14062055E+04  0.19554077E+03  0.99679557E+00  0.27577669E-02  0.99085490E-06
  0.60000000E+00  0.73748012E+00  0.10919649E+01  0.20196052E+09  0.21051747E+06  0.00000000E+00 -0.32197003E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12157240E+03  0.37085092E-05  0.10370792E+05  0.95604465E-06  0.15158976E+05  0.99999534E+00  0.27706674E+03  0.99976461E+00  0.10376375E+05  0.23539169E-03  0.10374842E+05  0.58533730E+03  0.99994690E+00  0.51965283E-04  0.15252547E-10
  0.60000000E+00  0.58950800E+00  0.13282342E+01  0.66583111E+09  0.33464610E+05  0.00000000E+00 -0.16099955E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12507758E+03  0.63984307E-06  0.88680626E+03  0.33270589E-02  0.11721506E+04  0.99667230E+00  0.87775641E+02  0.97783711E+00  0.89978214E+03  0.22162893E-01  0.88724807E+03  0.86169770E+02  0.98459540E+00  0.90393181E-02  0.47304881E-05
  0.60000000E+00  0.56432107E+00  0.12749068E+01  0.38814688E+08  0.90126607E+05  0.00000000E+00 -0.67301751E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12949449E+03  0.27433074E-05  0.21737346E+04  0.36867406E-03  0.28684575E+04  0.99962858E+00  0.73563399E+02  0.99613832E+00  0.21790638E+04  0.38616756E-02  0.21738741E+04  0.24510887E+03  0.99872154E+00  0.11505693E-02  0.76146528E-07
  0.60000000E+00  0.48712164E+00  0.14865174E+01  0.25849880E+08  0.68609813E+05  0.00000000E+00 -0.16753086E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12184108E+03  0.34575146E-03  0.12594634E+04  0.61568608E-02  0.15257704E+04  0.99349739E+00  0.34165972E+02  0.99075728E+00  0.12680336E+04  0.92427185E-02  0.12604776E+04  0.18431765E+03  0.99594352E+00  0.34471834E-02  0.20824818E-05
  0.60000000E+00  0.50856499E+00  0.14939767E+01  0.27799190E+10  0.62539470E+05  0.00000000E+00 -0.23332591E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12384914E+03  0.18760748E-03  0.12682638E+04  0.62618652E-02  0.15399084E+04  0.99355053E+00  0.76646285E+02  0.99102729E+00  0.12769075E+04  0.89727136E-02  0.12694821E+04  0.16703378E+03  0.99561549E+00  0.36168985E-02  0.21763698E-05
  0.60000000E+00  0.52892422E+00  0.13841421E+01  0.17390505E+09  0.35552515E+05  0.00000000E+00 -0.96280656E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12305233E+03  0.17712460E-03  0.82652474E+03  0.74347691E-02  0.10387616E+04  0.99238811E+00  0.71524078E+02  0.97736116E+00  0.83939550E+03  0.22638836E-01  0.82720068E+03  0.91805451E+02  0.98458161E+00  0.95275841E-02  0.83855132E-05
  0.60000000E+00  0.48892949E+00  0.15297474E+01  0.18350023E+10  0.56781002E+05  0.00000000E+00 -0.16046812E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12170455E+03  0.42307126E-03  0.11132922E+04  0.11609454E-01  0.13227529E+04  0.98796747E+00  0.68542139E+02  0.98899027E+00  0.11232515E+04  0.11009734E-01  0.11151308E+04  0.15091182E+03  0.99416187E+00  0.46648004E-02  0.42609284E-05
  0.60000000E+00  0.43367253E+00  0.16884553E+01  0.10947280E+08  0.40039314E+05  0.00000000E+00 -0.35883298E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.10905659E+03  0.49000101E-02  0.64674859E+03  0.91565934E-01  0.73807807E+03  0.90353406E+00  0.35896369E+02  0.97210533E+00  0.66604037E+03  0.27894666E-01  0.65343563E+03  0.10335712E+03  0.97901468E+00  0.14488908E-01  0.63195395E-04
