  0.60000000E+00  0.53278666E+00  0.13510152E+01  0.57384727E+08  0.51323484E+05  0.00000000E+00 -0.18203312E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12532052E+03  0.73482884E-04  0.11720003E+04  0.27440092E-02  0.14899166E+04  0.99718251E+00  0.68976725E+02  0.98810741E+00  0.11812083E+04  0.11892590E-01  0.11723143E+04  0.13652736E+03  0.99448305E+00  0.41874806E-02  0.15596982E-05
  0.60000000E+00  0.50087337E+00  0.14679174E+01  0.21427283E+09  0.78075697E+05  0.00000000E+00 -0.27671382E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12419333E+03  0.16110434E-03  0.15108682E+04  0.36897186E-02  0.18450706E+04  0.99614918E+00  0.51552431E+02  0.99347181E+00  0.15180414E+04  0.65281918E-02  0.15116751E+04  0.21054912E+03  0.99725884E+00  0.24049117E-02  0.93296149E-06
  0.60000000E+00  0.62577817E+00  0.11537200E+01  0.27652815E+08  0.58121073E+05  0.00000000E+00 -0.75269499E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.13177634E+03  0.12878872E-04  0.20530412E+04  0.10383417E-03  0.28378788E+04  0.99988329E+00  0.10444988E+03  0.99507380E+00  0.20599931E+04  0.49261985E-02  0.20537066E+04  0.15707078E+03  0.99835291E+00  0.13065334E-02  0.30971098E-07
  0.60000000E+00  0.44950757E+00  0.16520587E+01  0.15746478E+10  0.62324785E+05  0.00000000E+00 -0.12549911E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.11659482E+03  0.11790179E-02  0.10900947E+04  0.32576632E-01  0.12321209E+04  0.96624435E+00  0.43762211E+02  0.98986082E+00  0.11017833E+04  0.10139176E-01  0.10942260E+04  0.16608320E+03  0.99439154E+00  0.46600407E-02  0.67851363E-05
  0.60000000E+00  0.53846704E+00  0.13858147E+01  0.48727843E+09  0.42408832E+05  0.00000000E+00 -0.15057219E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12449563E+03  0.83544632E-04  0.98754590E+03  0.49245949E-02  0.12477602E+04  0.99499186E+00  0.80804717E+02  0.98379513E+00  0.99850422E+03  0.16204866E-01  0.98817957E+03  0.11123759E+03  0.99071749E+00  0.64008725E-02  0.39346387E-05
  0.60000000E+00  0.70610092E+00  0.11475330E+01  0.17294943E+09  0.73256572E+05  0.00000000E+00 -0.23921544E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.13117292E+03  0.31950625E-04  0.28759941E+04  0.37579572E-04  0.41579898E+04  0.99993047E+00  0.16184607E+03  0.99717126E+00  0.28820859E+04  0.28287361E-02  0.28770987E+04  0.19931960E+03  0.99915959E+00  0.71963191E-03  0.70515026E-08
  0.60000000E+00  0.66624533E+00  0.11481516E+01  0.23858406E+09  0.27072607E+06  0.00000000E+00 -0.16985744E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.13546151E+03  0.16321628E-05  0.87759314E+04  0.40692684E-05  0.12494395E+05  0.99999430E+00  0.91460316E+02  0.99970581E+00  0.87792455E+04  0.29419214E-03  0.87777128E+04  0.75167444E+03  0.99992577E+00  0.73227546E-04  0.80905068E-10
  0.60000000E+00  0.44659378E+00  0.16292692E+01  0.61776052E+08  0.47520221E+05  0.00000000E+00 -0.63044546E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.11405420E+03  0.22142305E-02  0.81888397E+03  0.45990201E-01  0.93783699E+03  0.95179557E+00  0.42887183E+02  0.98168159E+00  0.83354914E+03  0.18318414E-01  0.82328657E+03  0.12482091E+03  0.98856867E+00  0.85514348E-02  0.20321290E-04
  0.60000000E+00  0.45028008E+00  0.16216340E+01  0.41042564E+09  0.40163672E+05  0.00000000E+00 -0.55610776E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.11440133E+03  0.25076351E-02  0.73316109E+03  0.60233375E-01  0.83838783E+03  0.93725899E+00  0.55792916E+02  0.97782688E+00  0.74953230E+03  0.22173115E-01  0.73827857E+03  0.10397954E+03  0.98352568E+00  0.11278782E-01  0.32783054E-04
  0.60000000E+00  0.65028939E+00  0.11420210E+01  0.11389006E+09  0.23921849E+06  0.00000000E+00 -0.12004331E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.13550241E+03  0.15059213E-05  0.78147860E+04  0.49786868E-05  0.11022028E+05  0.99999352E+00  0.83969274E+02  0.99963640E+00  0.78180549E+04  0.36360217E-03  0.78163584E+04  0.66344192E+03  0.99990876E+00  0.89677816E-04  0.11898975E-09
  0.60000000E+00  0.58814026E+00  0.12530574E+01  0.80350591E+08  0.35333350E+05  0.00000000E+00 -0.17865191E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12681059E+03  0.17024980E-05  0.10183878E+04  0.14526991E-02  0.13597451E+04  0.99854560E+00  0.81896842E+02  0.98242056E+00  0.10300415E+04  0.17579444E-01  0.10186823E+04  0.92163894E+02  0.98975640E+00  0.62052822E-02  0.15693066E-05
  0.60000000E+00  0.51219521E+00  0.14553073E+01  0.87089412E+09  0.40947805E+05  0.00000000E+00 -0.11128917E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12233295E+03  0.31470510E-03  0.88585849E+03  0.10856566E-01  0.10845538E+04  0.98882873E+00  0.75224856E+02  0.98152480E+00  0.89793883E+03  0.18475201E-01  0.88717461E+03  0.10676847E+03  0.98821063E+00  0.80184173E-02  0.85255900E-05
  0.60000000E+00  0.53163547E+00  0.14400387E+01  0.14837460E+10  0.11319778E+06  0.00000000E+00 -0.76993979E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12762091E+03  0.27884472E-04  0.22595427E+04  0.11126796E-02  0.28406660E+04  0.99885944E+00  0.47671348E+02  0.99687994E+00  0.22644612E+04  0.31200588E-02  0.22599985E+04  0.30799671E+03  0.99881887E+00  0.11041640E-02  0.16181255E-06
  0.60000000E+00  0.49100541E+00  0.15249874E+01  0.15660532E+10  0.31348276E+05  0.00000000E+00 -0.57589053E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.11854240E+03  0.11623958E-02  0.65299499E+03  0.34499176E-01  0.77916220E+03  0.96433843E+00  0.69831313E+02  0.96933482E+00  0.66954506E+03  0.30665181E-01  0.65593859E+03  0.78892239E+02  0.97120060E+00  0.16573924E-01  0.42196105E-04
  0.60000000E+00  0.67488975E+00  0.11391950E+01  0.22254914E+09  0.23288415E+06  0.00000000E+00 -0.14782948E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.13527059E+03  0.23918181E-05  0.80204344E+04  0.42481313E-05  0.11460039E+05  0.99999336E+00  0.16826027E+03  0.99964314E+00  0.80239048E+04  0.35686248E-03  0.80221979E+04  0.64565369E+03  0.99991096E+00  0.87437622E-04  0.10208212E-09
  0.60000000E+00  0.43048377E+00  0.17089206E+01  0.11800855E+10  0.48126373E+05  0.00000000E+00 -0.66108454E+06  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.11144177E+03  0.30752757E-02  0.82441876E+03  0.97880945E-01  0.91441613E+03  0.89904378E+00  0.48809657E+02  0.98380998E+00  0.84181600E+03  0.16190021E-01  0.83239870E+03  0.12627249E+03  0.98891760E+00  0.83737663E-02  0.25168997E-04
  0.60000000E+00  0.65014057E+00  0.10817376E+01  0.17147817E+08  0.20222237E+06  0.00000000E+00 -0.13508934E+09  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.13508079E+03  0.14793056E-05  0.88629174E+04  0.12243410E-05  0.12449526E+05  0.99999730E+00  0.52618760E+02  0.99971008E+00  0.88673648E+04  0.28992320E-03  0.88657798E+04  0.56215389E+03  0.99993446E+00  0.64023443E-04  0.23617464E-10
  0.60000000E+00  0.63545281E+00  0.12138522E+01  0.36268181E+09  0.17423127E+06  0.00000000E+00 -0.48628996E+08  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.13336383E+03  0.21517091E-05  0.48164328E+04  0.32051630E-04  0.67084393E+04  0.99996580E+00  0.13749668E+03  0.99909646E+00  0.48196477E+04  0.90353605E-03  0.48170384E+04  0.47978601E+03  0.99974486E+00  0.24725154E-03  0.18664959E-08
  0.60000000E+00  0.51269884E+00  0.13888232E+01  0.15878059E+08  0.49053280E+05  0.00000000E+00 -0.12414380E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12320427E+03  0.21783053E-03  0.10343438E+04  0.48231241E-02  0.12937534E+04  0.99495905E+00  0.53268831E+02  0.98533877E+00  0.10445639E+04  0.14661226E-01  0.10347991E+04  0.13001671E+03  0.99280542E+00  0.53676078E-02  0.31402371E-05
  0.60000000E+00  0.60489884E+00  0.12840350E+01  0.51830630E+09  0.55761699E+05  0.00000000E+00 -0.47081281E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12852326E+03  0.43892110E-05  0.15086943E+04  0.74464044E-03  0.20304042E+04  0.99925097E+00  0.10889231E+03  0.99175600E+00  0.15167019E+04  0.82439970E-02  0.15089722E+04  0.14919926E+03  0.99657334E+00  0.26817431E-02  0.36802697E-06
  0.60000000E+00  0.58179255E+00  0.12194106E+01  0.17855339E+08  0.51371287E+05  0.00000000E+00 -0.32263757E+07  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.12889605E+03  0.37865200E-07  0.14686752E+04  0.50266174E-03  0.19665497E+04  0.99949730E+00  0.77905652E+02  0.99126499E+00  0.14768644E+04  0.87350141E-02  0.14688516E+04  0.13757231E+03  0.99653649E+00  0.26117628E-02  0.24830897E-06
